Color.Name,Hex.Code,Dec.Code,X.Code,HSL.Code,CMYK.Code
pacific green,#36DBCA,"rgb(54, 219, 202)","rgb(21%, 86%, 79%)","hsl(174, 70%, 54%)","cmyk(75%, 0%, 8%, 14%)"
turquoise (SVG),#40E0D0,"rgb(64, 224, 208)","rgb(25%, 88%, 82%)","hsl(174, 72%, 56%)","cmyk(71%, 0%, 7%, 12%)"
wavecrest,#99CDC9,"rgb(153, 205, 201)","rgb(60%, 80%, 79%)","hsl(175, 34%, 70%)","cmyk(25%, 0%, 2%, 20%)"
natural turquoise,#45C3B8,"rgb(69, 195, 184)","rgb(27%, 76%, 72%)","hsl(175, 51%, 52%)","cmyk(65%, 0%, 6%, 24%)"
manganeseblue,#03A89E,"rgb(3, 168, 158)","rgb(1%, 66%, 62%)","hsl(176, 96%, 34%)","cmyk(98%, 0%, 6%, 34%)"
green agate,#457371,"rgb(69, 115, 113)","rgb(27%, 45%, 44%)","hsl(177, 25%, 36%)","cmyk(40%, 0%, 2%, 55%)"
lightseagreen (SVG),#20B2AA,"rgb(32, 178, 170)","rgb(13%, 70%, 67%)","hsl(177, 70%, 41%)","cmyk(82%, 0%, 4%, 30%)"
mouthwash,#01C5BB,"rgb(1, 197, 187)","rgb(0%, 77%, 73%)","hsl(177, 99%, 39%)","cmyk(99%, 0%, 5%, 23%)"
mediumturquoise (SVG),#48D1CC,"rgb(72, 209, 204)","rgb(28%, 82%, 80%)","hsl(178, 60%, 55%)","cmyk(66%, 0%, 2%, 18%)"
cool mint,#90FEFB,"rgb(144, 254, 251)","rgb(56%, 100%, 98%)","hsl(178, 98%, 78%)","cmyk(43%, 0%, 1%, 0%)"
sea green,#068481,"rgb(6, 132, 129)","rgb(2%, 52%, 51%)","hsl(179, 91%, 27%)","cmyk(95%, 0%, 2%, 48%)"
azure4,#838B8B,"rgb(131, 139, 139)","rgb(51%, 55%, 55%)","hsl(180, 3%, 53%)","cmyk(6%, 0%, 0%, 45%)"
light cyan4,#7A8B8B,"rgb(122, 139, 139)","rgb(48%, 55%, 55%)","hsl(180, 7%, 51%)","cmyk(12%, 0%, 0%, 45%)"
azure3,#C1CDCD,"rgb(193, 205, 205)","rgb(76%, 80%, 80%)","hsl(180, 11%, 78%)","cmyk(6%, 0%, 0%, 20%)"
paleturquoise4,#668B8B,"rgb(102, 139, 139)","rgb(40%, 55%, 55%)","hsl(180, 15%, 47%)","cmyk(27%, 0%, 0%, 45%)"
light cyan3,#B4CDCD,"rgb(180, 205, 205)","rgb(71%, 80%, 80%)","hsl(180, 20%, 75%)","cmyk(12%, 0%, 0%, 20%)"
darkslategray (SVG),#2F4F4F,"rgb(47, 79, 79)","rgb(18%, 31%, 31%)","hsl(180, 25%, 25%)","cmyk(41%, 0%, 0%, 69%)"
darkslategrey (SVG),#2F4F4F,"rgb(47, 79, 79)","rgb(18%, 31%, 31%)","hsl(180, 25%, 25%)","cmyk(41%, 0%, 0%, 69%)"
cadetblue,#5F9F9F,"rgb(95, 159, 159)","rgb(37%, 62%, 62%)","hsl(180, 25%, 50%)","cmyk(40%, 0%, 0%, 38%)"
light blue,#C0D9D9,"rgb(192, 217, 217)","rgb(75%, 85%, 85%)","hsl(180, 25%, 80%)","cmyk(12%, 0%, 0%, 15%)"
darkslategray4,#528B8B,"rgb(82, 139, 139)","rgb(32%, 55%, 55%)","hsl(180, 26%, 43%)","cmyk(41%, 0%, 0%, 45%)"
azure2,#E0EEEE,"rgb(224, 238, 238)","rgb(88%, 93%, 93%)","hsl(180, 29%, 91%)","cmyk(6%, 0%, 0%, 7%)"
paleturquoise3,#96CDCD,"rgb(150, 205, 205)","rgb(59%, 80%, 80%)","hsl(180, 35%, 70%)","cmyk(27%, 0%, 0%, 20%)"
sgiteal,#388E8E,"rgb(56, 142, 142)","rgb(22%, 56%, 56%)","hsl(180, 43%, 39%)","cmyk(61%, 0%, 0%, 44%)"
darkslategray3,#79CDCD,"rgb(121, 205, 205)","rgb(47%, 80%, 80%)","hsl(180, 46%, 64%)","cmyk(41%, 0%, 0%, 20%)"
light cyan2,#D1EEEE,"rgb(209, 238, 238)","rgb(82%, 93%, 93%)","hsl(180, 46%, 88%)","cmyk(12%, 0%, 0%, 7%)"
light blue,#8FD8D8,"rgb(143, 216, 216)","rgb(56%, 85%, 85%)","hsl(180, 48%, 70%)","cmyk(34%, 0%, 0%, 15%)"
aqua (Safe Hex3),#66CCCC,"rgb(102, 204, 204)","rgb(40%, 80%, 80%)","hsl(180, 50%, 60%)","cmyk(50%, 0%, 0%, 20%)"
turquoise,#ADEAEA,"rgb(173, 234, 234)","rgb(68%, 92%, 92%)","hsl(180, 59%, 80%)","cmyk(26%, 0%, 0%, 8%)"
medium turquoise,#70DBDB,"rgb(112, 219, 219)","rgb(44%, 86%, 86%)","hsl(180, 60%, 65%)","cmyk(49%, 0%, 0%, 14%)"
paleturquoise2,#AEEEEE,"rgb(174, 238, 238)","rgb(68%, 93%, 93%)","hsl(180, 65%, 81%)","cmyk(27%, 0%, 0%, 7%)"
paleturquoise (SVG),#AFEEEE,"rgb(175, 238, 238)","rgb(69%, 93%, 93%)","hsl(180, 65%, 81%)","cmyk(26%, 0%, 0%, 7%)"
darkslategray2,#8DEEEE,"rgb(141, 238, 238)","rgb(55%, 93%, 93%)","hsl(180, 74%, 74%)","cmyk(41%, 0%, 0%, 7%)"
metallic mint,#37FDFC,"rgb(55, 253, 252)","rgb(22%, 99%, 99%)","hsl(180, 98%, 60%)","cmyk(78%, 0%, 0%, 1%)"
teal (16 SVG),#008080,"rgb(0, 128, 128)","rgb(0%, 50%, 50%)","hsl(180, 100%, 25%)","cmyk(100%, 0%, 0%, 50%)"
darkcyan (SVG),#008B8B,"rgb(0, 139, 139)","rgb(0%, 55%, 55%)","hsl(180, 100%, 27%)","cmyk(100%, 0%, 0%, 45%)"
cyan3,#00CDCD,"rgb(0, 205, 205)","rgb(0%, 80%, 80%)","hsl(180, 100%, 40%)","cmyk(100%, 0%, 0%, 20%)"
cyan2 (Hex3),#00EEEE,"rgb(0, 238, 238)","rgb(0%, 93%, 93%)","hsl(180, 100%, 47%)","cmyk(100%, 0%, 0%, 7%)"
aqua (Safe 16 SVG Hex3),#00FFFF,"rgb(0, 255, 255)","rgb(0%, 100%, 100%)","hsl(180, 100%, 50%)","cmyk(100%, 0%, 0%, 0%)"
cyan (Safe 16=aqua SVG Hex3),#00FFFF,"rgb(0, 255, 255)","rgb(0%, 100%, 100%)","hsl(180, 100%, 50%)","cmyk(100%, 0%, 0%, 0%)"
darkslategray1,#97FFFF,"rgb(151, 255, 255)","rgb(59%, 100%, 100%)","hsl(180, 100%, 80%)","cmyk(41%, 0%, 0%, 0%)"
paleturquoise1 (Hex3),#BBFFFF,"rgb(187, 255, 255)","rgb(73%, 100%, 100%)","hsl(180, 100%, 87%)","cmyk(27%, 0%, 0%, 0%)"
lightcyan (SVG),#E0FFFF,"rgb(224, 255, 255)","rgb(88%, 100%, 100%)","hsl(180, 100%, 94%)","cmyk(12%, 0%, 0%, 0%)"
azure (SVG),#F0FFFF,"rgb(240, 255, 255)","rgb(94%, 100%, 100%)","hsl(180, 100%, 97%)","cmyk(6%, 0%, 0%, 0%)"
darkturquoise (SVG),#00CED1,"rgb(0, 206, 209)","rgb(0%, 81%, 82%)","hsl(181, 100%, 41%)","cmyk(100%, 1%, 0%, 18%)"
cadetblue (SVG),#5F9EA0,"rgb(95, 158, 160)","rgb(37%, 62%, 63%)","hsl(182, 25%, 50%)","cmyk(41%, 1%, 0%, 37%)"
turquoise4,#00868B,"rgb(0, 134, 139)","rgb(0%, 53%, 55%)","hsl(182, 100%, 27%)","cmyk(100%, 4%, 0%, 45%)"
turquoise3,#00C5CD,"rgb(0, 197, 205)","rgb(0%, 77%, 80%)","hsl(182, 100%, 40%)","cmyk(100%, 4%, 0%, 20%)"
turquoise2,#00E5EE,"rgb(0, 229, 238)","rgb(0%, 90%, 93%)","hsl(182, 100%, 47%)","cmyk(100%, 4%, 0%, 7%)"
turquoise1,#00F5FF,"rgb(0, 245, 255)","rgb(0%, 96%, 100%)","hsl(182, 100%, 50%)","cmyk(100%, 4%, 0%, 0%)"
swimming pool,#67E6EC,"rgb(103, 230, 236)","rgb(40%, 90%, 93%)","hsl(183, 78%, 66%)","cmyk(56%, 3%, 0%, 7%)"
fenway monster,#4A777A,"rgb(74, 119, 122)","rgb(29%, 47%, 48%)","hsl(184, 24%, 38%)","cmyk(39%, 2%, 0%, 52%)"
teal LED,#05EDFF,"rgb(5, 237, 255)","rgb(2%, 93%, 100%)","hsl(184, 100%, 51%)","cmyk(98%, 7%, 0%, 0%)"
cadetblue4,#53868B,"rgb(83, 134, 139)","rgb(33%, 53%, 55%)","hsl(185, 25%, 44%)","cmyk(40%, 4%, 0%, 45%)"
old copper,#73B1B7,"rgb(115, 177, 183)","rgb(45%, 69%, 72%)","hsl(185, 32%, 58%)","cmyk(37%, 3%, 0%, 28%)"
indiglo,#05E9FF,"rgb(5, 233, 255)","rgb(2%, 91%, 100%)","hsl(185, 100%, 51%)","cmyk(98%, 9%, 0%, 0%)"
cadetblue3,#7AC5CD,"rgb(122, 197, 205)","rgb(48%, 77%, 80%)","hsl(186, 45%, 64%)","cmyk(40%, 4%, 0%, 20%)"
cadetblue2,#8EE5EE,"rgb(142, 229, 238)","rgb(56%, 90%, 93%)","hsl(186, 74%, 75%)","cmyk(40%, 4%, 0%, 7%)"
cerulean,#05B8CC,"rgb(5, 184, 204)","rgb(2%, 72%, 80%)","hsl(186, 95%, 41%)","cmyk(98%, 10%, 0%, 20%)"
cadetblue1,#98F5FF,"rgb(152, 245, 255)","rgb(60%, 96%, 100%)","hsl(186, 100%, 80%)","cmyk(40%, 4%, 0%, 0%)"
powderblue (SVG),#B0E0E6,"rgb(176, 224, 230)","rgb(69%, 88%, 90%)","hsl(187, 52%, 80%)","cmyk(23%, 3%, 0%, 10%)"
pastel blue,#C1F0F6,"rgb(193, 240, 246)","rgb(76%, 94%, 96%)","hsl(187, 75%, 86%)","cmyk(22%, 2%, 0%, 4%)"
nypd blue,#39B7CD,"rgb(57, 183, 205)","rgb(22%, 72%, 80%)","hsl(189, 60%, 51%)","cmyk(72%, 11%, 0%, 20%)"
lindsay eyes,#65909A,"rgb(101, 144, 154)","rgb(40%, 56%, 60%)","hsl(191, 21%, 50%)","cmyk(34%, 6%, 0%, 40%)"
diamond blue,#0EBFE9,"rgb(14, 191, 233)","rgb(5%, 75%, 91%)","hsl(192, 89%, 48%)","cmyk(94%, 18%, 0%, 9%)"
robin's egg,#C3E4ED,"rgb(195, 228, 237)","rgb(76%, 89%, 93%)","hsl(193, 54%, 85%)","cmyk(18%, 4%, 0%, 7%)"
light blue4,#68838B,"rgb(104, 131, 139)","rgb(41%, 51%, 55%)","hsl(194, 14%, 48%)","cmyk(25%, 6%, 0%, 45%)"
surf,#63D1F4,"rgb(99, 209, 244)","rgb(39%, 82%, 96%)","hsl(194, 87%, 67%)","cmyk(59%, 14%, 0%, 4%)"
light blue3,#9AC0CD,"rgb(154, 192, 205)","rgb(60%, 75%, 80%)","hsl(195, 34%, 70%)","cmyk(25%, 6%, 0%, 20%)"
lake michigan,#50A6C2,"rgb(80, 166, 194)","rgb(31%, 65%, 76%)","hsl(195, 48%, 54%)","cmyk(59%, 14%, 0%, 24%)"
lightblue (SVG),#ADD8E6,"rgb(173, 216, 230)","rgb(68%, 85%, 90%)","hsl(195, 53%, 79%)","cmyk(25%, 6%, 0%, 10%)"
light blue2,#B2DFEE,"rgb(178, 223, 238)","rgb(70%, 87%, 93%)","hsl(195, 64%, 82%)","cmyk(25%, 6%, 0%, 7%)"
deepskyblue4,#00688B,"rgb(0, 104, 139)","rgb(0%, 41%, 55%)","hsl(195, 100%, 27%)","cmyk(100%, 25%, 0%, 45%)"
deepskyblue3,#009ACD,"rgb(0, 154, 205)","rgb(0%, 60%, 80%)","hsl(195, 100%, 40%)","cmyk(100%, 25%, 0%, 20%)"
skyblue5 (Safe Hex3),#0099CC,"rgb(0, 153, 204)","rgb(0%, 60%, 80%)","hsl(195, 100%, 40%)","cmyk(100%, 25%, 0%, 20%)"
deepskyblue2,#00B2EE,"rgb(0, 178, 238)","rgb(0%, 70%, 93%)","hsl(195, 100%, 47%)","cmyk(100%, 25%, 0%, 7%)"
deepskyblue (SVG),#00BFFF,"rgb(0, 191, 255)","rgb(0%, 75%, 100%)","hsl(195, 100%, 50%)","cmyk(100%, 25%, 0%, 0%)"
light blue1,#BFEFFF,"rgb(191, 239, 255)","rgb(75%, 94%, 100%)","hsl(195, 100%, 87%)","cmyk(25%, 6%, 0%, 0%)"
peacock,#33A1C9,"rgb(51, 161, 201)","rgb(20%, 63%, 79%)","hsl(196, 60%, 49%)","cmyk(75%, 20%, 0%, 21%)"
LCD dark,#507786,"rgb(80, 119, 134)","rgb(31%, 47%, 53%)","hsl(197, 25%, 42%)","cmyk(40%, 11%, 0%, 47%)"
skyblue (SVG),#87CEEB,"rgb(135, 206, 235)","rgb(53%, 81%, 92%)","hsl(197, 71%, 73%)","cmyk(43%, 12%, 0%, 8%)"
summersky,#38B0DE,"rgb(56, 176, 222)","rgb(22%, 69%, 87%)","hsl(197, 72%, 55%)","cmyk(75%, 21%, 0%, 13%)"
police strobe,#0BB5FF,"rgb(11, 181, 255)","rgb(4%, 71%, 100%)","hsl(198, 100%, 52%)","cmyk(96%, 29%, 0%, 0%)"
caribbean,#42C0FB,"rgb(66, 192, 251)","rgb(26%, 75%, 98%)","hsl(199, 96%, 62%)","cmyk(74%, 24%, 0%, 2%)"
blue shark,#6996AD,"rgb(105, 150, 173)","rgb(41%, 59%, 68%)","hsl(200, 29%, 55%)","cmyk(39%, 13%, 0%, 32%)"
carolina blue,#539DC2,"rgb(83, 157, 194)","rgb(33%, 62%, 76%)","hsl(200, 48%, 54%)","cmyk(57%, 19%, 0%, 24%)"
steelblue,#236B8E,"rgb(35, 107, 142)","rgb(14%, 42%, 56%)","hsl(200, 60%, 35%)","cmyk(75%, 25%, 0%, 44%)"
skyblue6,#3299CC,"rgb(50, 153, 204)","rgb(20%, 60%, 80%)","hsl(200, 61%, 50%)","cmyk(75%, 25%, 0%, 20%)"
topaz,#0198E1,"rgb(1, 152, 225)","rgb(0%, 60%, 88%)","hsl(200, 99%, 44%)","cmyk(100%, 32%, 0%, 12%)"
blue line,#33A1DE,"rgb(51, 161, 222)","rgb(20%, 63%, 87%)","hsl(201, 72%, 54%)","cmyk(77%, 27%, 0%, 13%)"
light skyblue4,#607B8B,"rgb(96, 123, 139)","rgb(38%, 48%, 55%)","hsl(202, 18%, 46%)","cmyk(31%, 12%, 0%, 45%)"
pacific blue,#35586C,"rgb(53, 88, 108)","rgb(21%, 35%, 42%)","hsl(202, 34%, 32%)","cmyk(51%, 19%, 0%, 58%)"
blue sponge,#5D92B1,"rgb(93, 146, 177)","rgb(36%, 57%, 69%)","hsl(202, 35%, 53%)","cmyk(47%, 18%, 0%, 31%)"
light skyblue3,#8DB6CD,"rgb(141, 182, 205)","rgb(55%, 71%, 80%)","hsl(202, 39%, 68%)","cmyk(31%, 11%, 0%, 20%)"
liz eyes,#325C74,"rgb(50, 92, 116)","rgb(20%, 36%, 45%)","hsl(202, 40%, 33%)","cmyk(57%, 21%, 0%, 55%)"
light skyblue2,#A4D3EE,"rgb(164, 211, 238)","rgb(64%, 83%, 93%)","hsl(202, 69%, 79%)","cmyk(31%, 11%, 0%, 7%)"
blue mist,#82CFFD,"rgb(130, 207, 253)","rgb(51%, 81%, 99%)","hsl(202, 97%, 75%)","cmyk(49%, 18%, 0%, 1%)"
neon blue,#67C8FF,"rgb(103, 200, 255)","rgb(40%, 78%, 100%)","hsl(202, 100%, 70%)","cmyk(60%, 22%, 0%, 0%)"
light skyblue1,#B0E2FF,"rgb(176, 226, 255)","rgb(69%, 89%, 100%)","hsl(202, 100%, 85%)","cmyk(31%, 11%, 0%, 0%)"
lightskyblue (SVG),#87CEFA,"rgb(135, 206, 250)","rgb(53%, 81%, 98%)","hsl(203, 92%, 75%)","cmyk(46%, 18%, 0%, 2%)"
skyblue3,#6CA6CD,"rgb(108, 166, 205)","rgb(42%, 65%, 80%)","hsl(204, 49%, 61%)","cmyk(47%, 19%, 0%, 20%)"
skyblue4,#4A708B,"rgb(74, 112, 139)","rgb(29%, 44%, 55%)","hsl(205, 31%, 42%)","cmyk(47%, 19%, 0%, 45%)"
cerulean blue,#9BC4E2,"rgb(155, 196, 226)","rgb(61%, 77%, 89%)","hsl(205, 55%, 75%)","cmyk(31%, 13%, 0%, 11%)"
skyblue2,#7EC0EE,"rgb(126, 192, 238)","rgb(49%, 75%, 93%)","hsl(205, 77%, 71%)","cmyk(47%, 19%, 0%, 7%)"
skyblue1,#87CEFF,"rgb(135, 206, 255)","rgb(53%, 81%, 100%)","hsl(205, 100%, 76%)","cmyk(47%, 19%, 0%, 0%)"
malta blue,#517693,"rgb(81, 118, 147)","rgb(32%, 46%, 58%)","hsl(206, 29%, 45%)","cmyk(45%, 20%, 0%, 42%)"
lake huron,#5D7B93,"rgb(93, 123, 147)","rgb(36%, 48%, 58%)","hsl(207, 22%, 47%)","cmyk(37%, 16%, 0%, 42%)"
blue whale,#42647F,"rgb(66, 100, 127)","rgb(26%, 39%, 50%)","hsl(207, 32%, 38%)","cmyk(48%, 21%, 0%, 50%)"
steelblue (SVG),#4682B4,"rgb(70, 130, 180)","rgb(27%, 51%, 71%)","hsl(207, 44%, 49%)","cmyk(61%, 28%, 0%, 29%)"
steelblue3,#4F94CD,"rgb(79, 148, 205)","rgb(31%, 58%, 80%)","hsl(207, 56%, 56%)","cmyk(61%, 28%, 0%, 20%)"
steelblue2,#5CACEE,"rgb(92, 172, 238)","rgb(36%, 67%, 93%)","hsl(207, 81%, 65%)","cmyk(61%, 28%, 0%, 7%)"
steelblue1,#63B8FF,"rgb(99, 184, 255)","rgb(39%, 72%, 100%)","hsl(207, 100%, 69%)","cmyk(61%, 28%, 0%, 0%)"
blue dog,#525C65,"rgb(82, 92, 101)","rgb(32%, 36%, 40%)","hsl(208, 10%, 36%)","cmyk(19%, 9%, 0%, 60%)"
steelblue4,#36648B,"rgb(54, 100, 139)","rgb(21%, 39%, 55%)","hsl(208, 44%, 38%)","cmyk(61%, 28%, 0%, 45%)"
tropical blue,#62B1F6,"rgb(98, 177, 246)","rgb(38%, 69%, 96%)","hsl(208, 89%, 67%)","cmyk(60%, 28%, 0%, 4%)"
blue ice,#74BBFB,"rgb(116, 187, 251)","rgb(45%, 73%, 98%)","hsl(208, 94%, 72%)","cmyk(54%, 25%, 0%, 2%)"
aliceblue (SVG),#F0F8FF,"rgb(240, 248, 255)","rgb(94%, 97%, 100%)","hsl(208, 100%, 97%)","cmyk(6%, 3%, 0%, 0%)"
aquamarine,#4E78A0,"rgb(78, 120, 160)","rgb(31%, 47%, 63%)","hsl(209, 34%, 47%)","cmyk(51%, 25%, 0%, 37%)"
indigo dye,#0D4F8B,"rgb(13, 79, 139)","rgb(5%, 31%, 55%)","hsl(209, 83%, 30%)","cmyk(91%, 43%, 0%, 45%)"
slategrey (SVG),#708090,"rgb(112, 128, 144)","rgb(44%, 50%, 56%)","hsl(210, 13%, 50%)","cmyk(22%, 11%, 0%, 44%)"
slategray (SVG),#708090,"rgb(112, 128, 144)","rgb(44%, 50%, 56%)","hsl(210, 13%, 50%)","cmyk(22%, 11%, 0%, 44%)"
lightslategrey (SVG Hex3),#778899,"rgb(119, 136, 153)","rgb(47%, 53%, 60%)","hsl(210, 14%, 53%)","cmyk(22%, 11%, 0%, 40%)"
lightslategray (SVG Hex3),#778899,"rgb(119, 136, 153)","rgb(47%, 53%, 60%)","hsl(210, 14%, 53%)","cmyk(22%, 11%, 0%, 40%)"
lake erie,#6183A6,"rgb(97, 131, 166)","rgb(38%, 51%, 65%)","hsl(210, 28%, 52%)","cmyk(42%, 21%, 0%, 35%)"
slategray3,#9FB6CD,"rgb(159, 182, 205)","rgb(62%, 71%, 80%)","hsl(210, 32%, 71%)","cmyk(22%, 11%, 0%, 20%)"
sgilight blue,#7D9EC0,"rgb(125, 158, 192)","rgb(49%, 62%, 75%)","hsl(210, 35%, 62%)","cmyk(35%, 18%, 0%, 25%)"
dodgerblue4,#104E8B,"rgb(16, 78, 139)","rgb(6%, 31%, 55%)","hsl(210, 79%, 30%)","cmyk(88%, 44%, 0%, 45%)"
dodgerblue3,#1874CD,"rgb(24, 116, 205)","rgb(9%, 45%, 80%)","hsl(210, 79%, 45%)","cmyk(88%, 43%, 0%, 20%)"
dodgerblue2,#1C86EE,"rgb(28, 134, 238)","rgb(11%, 53%, 93%)","hsl(210, 86%, 52%)","cmyk(88%, 44%, 0%, 7%)"
la maison bleue,#60AFFE,"rgb(96, 175, 254)","rgb(38%, 69%, 100%)","hsl(210, 99%, 69%)","cmyk(62%, 31%, 0%, 0%)"
slateblue,#007FFF,"rgb(0, 127, 255)","rgb(0%, 50%, 100%)","hsl(210, 100%, 50%)","cmyk(100%, 50%, 0%, 0%)"
dodgerblue (SVG),#1E90FF,"rgb(30, 144, 255)","rgb(12%, 56%, 100%)","hsl(210, 100%, 56%)","cmyk(88%, 44%, 0%, 0%)"
slategray4,#6C7B8B,"rgb(108, 123, 139)","rgb(42%, 48%, 55%)","hsl(211, 13%, 48%)","cmyk(22%, 12%, 0%, 45%)"
heather blue,#B7C3D0,"rgb(183, 195, 208)","rgb(72%, 76%, 82%)","hsl(211, 21%, 77%)","cmyk(12%, 6%, 0%, 18%)"
seurat blue,#739AC5,"rgb(115, 154, 197)","rgb(45%, 60%, 77%)","hsl(211, 41%, 61%)","cmyk(42%, 22%, 0%, 23%)"
blueberry,#75A1D0,"rgb(117, 161, 208)","rgb(46%, 63%, 82%)","hsl(211, 49%, 64%)","cmyk(44%, 23%, 0%, 18%)"
slategray2,#B9D3EE,"rgb(185, 211, 238)","rgb(73%, 83%, 93%)","hsl(211, 61%, 83%)","cmyk(22%, 11%, 0%, 7%)"
blue bucket,#499DF5,"rgb(73, 157, 245)","rgb(29%, 62%, 96%)","hsl(211, 90%, 62%)","cmyk(70%, 36%, 0%, 4%)"
slategray1,#C6E2FF,"rgb(198, 226, 255)","rgb(78%, 89%, 100%)","hsl(211, 100%, 89%)","cmyk(22%, 11%, 0%, 0%)"
greek roof,#3B6AA0,"rgb(59, 106, 160)","rgb(23%, 42%, 63%)","hsl(212, 46%, 43%)","cmyk(63%, 34%, 0%, 37%)"
cat eye,#7AA9DD,"rgb(122, 169, 221)","rgb(48%, 66%, 87%)","hsl(212, 59%, 67%)","cmyk(45%, 24%, 0%, 13%)"
picasso blue,#0276FD,"rgb(2, 118, 253)","rgb(1%, 46%, 99%)","hsl(212, 98%, 50%)","cmyk(99%, 53%, 0%, 1%)"
sign blue,#003F87,"rgb(0, 63, 135)","rgb(0%, 25%, 53%)","hsl(212, 100%, 26%)","cmyk(100%, 53%, 0%, 47%)"
light steelblue4,#6E7B8B,"rgb(110, 123, 139)","rgb(43%, 48%, 55%)","hsl(213, 12%, 49%)","cmyk(21%, 12%, 0%, 45%)"
lake superior,#506987,"rgb(80, 105, 135)","rgb(31%, 41%, 53%)","hsl(213, 26%, 42%)","cmyk(41%, 22%, 0%, 47%)"
light steelblue3,#A2B5CD,"rgb(162, 181, 205)","rgb(64%, 71%, 80%)","hsl(213, 30%, 72%)","cmyk(21%, 12%, 0%, 20%)"
denim,#4372AA,"rgb(67, 114, 170)","rgb(26%, 45%, 67%)","hsl(213, 43%, 46%)","cmyk(61%, 33%, 0%, 33%)"
blue spider,#26466D,"rgb(38, 70, 109)","rgb(15%, 27%, 43%)","hsl(213, 48%, 29%)","cmyk(65%, 36%, 0%, 57%)"
peafowl,#1D7CF2,"rgb(29, 124, 242)","rgb(11%, 49%, 95%)","hsl(213, 89%, 53%)","cmyk(88%, 49%, 0%, 5%)"
blue tuna,#687C97,"rgb(104, 124, 151)","rgb(41%, 49%, 59%)","hsl(214, 18%, 50%)","cmyk(31%, 18%, 0%, 41%)"
blue corn,#344152,"rgb(52, 65, 82)","rgb(20%, 25%, 32%)","hsl(214, 22%, 26%)","cmyk(37%, 21%, 0%, 68%)"
blue stone,#50729F,"rgb(80, 114, 159)","rgb(31%, 45%, 62%)","hsl(214, 33%, 47%)","cmyk(50%, 28%, 0%, 38%)"
blue bird,#4973AB,"rgb(73, 115, 171)","rgb(29%, 45%, 67%)","hsl(214, 40%, 48%)","cmyk(57%, 33%, 0%, 33%)"
lightsteelblue (SVG),#B0C4DE,"rgb(176, 196, 222)","rgb(69%, 77%, 87%)","hsl(214, 41%, 78%)","cmyk(21%, 12%, 0%, 13%)"
mailbox,#3063A5,"rgb(48, 99, 165)","rgb(19%, 39%, 65%)","hsl(214, 55%, 42%)","cmyk(71%, 40%, 0%, 35%)"
light steelblue2,#BCD2EE,"rgb(188, 210, 238)","rgb(74%, 82%, 93%)","hsl(214, 60%, 84%)","cmyk(21%, 12%, 0%, 7%)"
forget me nots,#7EB6FF,"rgb(126, 182, 255)","rgb(49%, 71%, 100%)","hsl(214, 100%, 75%)","cmyk(51%, 29%, 0%, 0%)"
light steelblue1,#CAE1FF,"rgb(202, 225, 255)","rgb(79%, 88%, 100%)","hsl(214, 100%, 90%)","cmyk(21%, 12%, 0%, 0%)"
lake ontario,#4D71A3,"rgb(77, 113, 163)","rgb(30%, 44%, 64%)","hsl(215, 36%, 47%)","cmyk(53%, 31%, 0%, 36%)"
blue angels,#2B4F81,"rgb(43, 79, 129)","rgb(17%, 31%, 51%)","hsl(215, 50%, 34%)","cmyk(67%, 39%, 0%, 49%)"
blue ridge mtns,#4981CE,"rgb(73, 129, 206)","rgb(29%, 51%, 81%)","hsl(215, 58%, 55%)","cmyk(65%, 37%, 0%, 19%)"
blue cow,#88ACE0,"rgb(136, 172, 224)","rgb(53%, 67%, 88%)","hsl(215, 59%, 71%)","cmyk(39%, 23%, 0%, 12%)"
chemical suit,#5993E5,"rgb(89, 147, 229)","rgb(35%, 58%, 90%)","hsl(215, 73%, 62%)","cmyk(61%, 36%, 0%, 10%)"
big blue bus,#3A66A7,"rgb(58, 102, 167)","rgb(23%, 40%, 65%)","hsl(216, 48%, 44%)","cmyk(65%, 39%, 0%, 35%)"
parrot,#3579DC,"rgb(53, 121, 220)","rgb(21%, 47%, 86%)","hsl(216, 70%, 54%)","cmyk(76%, 45%, 0%, 14%)"
blue pill,#5190ED,"rgb(81, 144, 237)","rgb(32%, 56%, 93%)","hsl(216, 81%, 62%)","cmyk(66%, 39%, 0%, 7%)"
blue jeans,#42526C,"rgb(66, 82, 108)","rgb(26%, 32%, 42%)","hsl(217, 24%, 34%)","cmyk(39%, 24%, 0%, 58%)"
pollock blue,#4D6FAC,"rgb(77, 111, 172)","rgb(30%, 44%, 67%)","hsl(219, 38%, 49%)","cmyk(55%, 35%, 0%, 33%)"
YInMn blue,#2E5090,"rgb(46, 80, 144)","rgb(18%, 31%, 56%)","hsl(219, 52%, 37%)","cmyk(68%, 44%, 0%, 44%)"
st louis blues,#2C5197,"rgb(44, 81, 151)","rgb(17%, 32%, 59%)","hsl(219, 55%, 38%)","cmyk(71%, 46%, 0%, 41%)"
cornflowerblue (SVG),#6495ED,"rgb(100, 149, 237)","rgb(39%, 58%, 93%)","hsl(219, 79%, 66%)","cmyk(58%, 37%, 0%, 7%)"
neptune,#6D9BF1,"rgb(109, 155, 241)","rgb(43%, 61%, 95%)","hsl(219, 82%, 69%)","cmyk(55%, 36%, 0%, 5%)"
natural gas,#5B90F6,"rgb(91, 144, 246)","rgb(36%, 56%, 96%)","hsl(219, 90%, 66%)","cmyk(63%, 41%, 0%, 4%)"
