Color.Name,Hex.Code,Dec.Code,X.Code,HSL.Code,CMYK.Code
orange (SVG),#FFA500,"rgb(255, 165, 0)","rgb(100%, 65%, 0%)","hsl(39, 100%, 50%)","cmyk(0%, 35%, 100%, 0%)"
wheat1,#FFE7BA,"rgb(255, 231, 186)","rgb(100%, 91%, 73%)","hsl(39, 100%, 86%)","cmyk(0%, 9%, 27%, 0%)"
orange candy,#D5B77A,"rgb(213, 183, 122)","rgb(84%, 72%, 48%)","hsl(40, 52%, 66%)","cmyk(0%, 14%, 43%, 16%)"
sienna,#8E6B23,"rgb(142, 107, 35)","rgb(56%, 42%, 14%)","hsl(40, 60%, 35%)","cmyk(0%, 25%, 75%, 44%)"
organic tea,#AC7F24,"rgb(172, 127, 36)","rgb(67%, 50%, 14%)","hsl(40, 65%, 41%)","cmyk(0%, 26%, 79%, 33%)"
gold7 (Hex3),#FFAA00,"rgb(255, 170, 0)","rgb(100%, 67%, 0%)","hsl(40, 100%, 50%)","cmyk(0%, 33%, 100%, 0%)"
cadmium yellowlight,#FFB00F,"rgb(255, 176, 15)","rgb(100%, 69%, 6%)","hsl(40, 100%, 53%)","cmyk(0%, 31%, 94%, 0%)"
floralwhite (SVG),#FFFAF0,"rgb(255, 250, 240)","rgb(100%, 98%, 94%)","hsl(40, 100%, 97%)","cmyk(0%, 2%, 6%, 0%)"
dark wheat,#E8C782,"rgb(232, 199, 130)","rgb(91%, 78%, 51%)","hsl(41, 69%, 71%)","cmyk(0%, 14%, 44%, 9%)"
pyridiumorange,#F0A804,"rgb(240, 168, 4)","rgb(94%, 66%, 2%)","hsl(42, 97%, 48%)","cmyk(0%, 30%, 98%, 6%)"
packer gold,#FCB514,"rgb(252, 181, 20)","rgb(99%, 71%, 8%)","hsl(42, 97%, 53%)","cmyk(0%, 28%, 92%, 1%)"
honey,#FEE5AC,"rgb(254, 229, 172)","rgb(100%, 90%, 67%)","hsl(42, 98%, 84%)","cmyk(0%, 10%, 32%, 0%)"
darkgoldenrod1,#FFB90F,"rgb(255, 185, 15)","rgb(100%, 73%, 6%)","hsl(42, 100%, 53%)","cmyk(0%, 27%, 94%, 0%)"
canvas,#9D8851,"rgb(157, 136, 81)","rgb(62%, 53%, 32%)","hsl(43, 32%, 47%)","cmyk(0%, 13%, 48%, 38%)"
goldenrod (SVG),#DAA520,"rgb(218, 165, 32)","rgb(85%, 65%, 13%)","hsl(43, 74%, 49%)","cmyk(0%, 24%, 85%, 15%)"
goldenrod4,#8B6914,"rgb(139, 105, 20)","rgb(55%, 41%, 8%)","hsl(43, 75%, 31%)","cmyk(0%, 24%, 86%, 45%)"
goldenrod3,#CD9B1D,"rgb(205, 155, 29)","rgb(80%, 61%, 11%)","hsl(43, 75%, 46%)","cmyk(0%, 24%, 86%, 20%)"
goldenrod2,#EEB422,"rgb(238, 180, 34)","rgb(93%, 71%, 13%)","hsl(43, 86%, 53%)","cmyk(0%, 24%, 86%, 7%)"
darkgoldenrod4,#8B6508,"rgb(139, 101, 8)","rgb(55%, 40%, 3%)","hsl(43, 89%, 29%)","cmyk(0%, 27%, 94%, 45%)"
darkgoldenrod (SVG),#B8860B,"rgb(184, 134, 11)","rgb(72%, 53%, 4%)","hsl(43, 89%, 38%)","cmyk(0%, 27%, 94%, 28%)"
darkgoldenrod3,#CD950C,"rgb(205, 149, 12)","rgb(80%, 58%, 5%)","hsl(43, 89%, 43%)","cmyk(0%, 27%, 94%, 20%)"
darkgoldenrod2,#EEAD0E,"rgb(238, 173, 14)","rgb(93%, 68%, 5%)","hsl(43, 89%, 49%)","cmyk(0%, 27%, 94%, 7%)"
goldenrod1,#FFC125,"rgb(255, 193, 37)","rgb(100%, 76%, 15%)","hsl(43, 100%, 57%)","cmyk(0%, 24%, 85%, 0%)"
semisweet chocolate2,#E6B426,"rgb(230, 180, 38)","rgb(90%, 71%, 15%)","hsl(44, 79%, 53%)","cmyk(0%, 22%, 83%, 10%)"
golden delicious apple,#EDCB62,"rgb(237, 203, 98)","rgb(93%, 80%, 38%)","hsl(45, 79%, 66%)","cmyk(0%, 14%, 59%, 7%)"
beer,#E5BC3B,"rgb(229, 188, 59)","rgb(90%, 74%, 23%)","hsl(46, 77%, 56%)","cmyk(0%, 18%, 74%, 10%)"
bartlett pear,#CDAB2D,"rgb(205, 171, 45)","rgb(80%, 67%, 18%)","hsl(47, 64%, 49%)","cmyk(0%, 17%, 78%, 20%)"
mustard (Hex3),#FFCC11,"rgb(255, 204, 17)","rgb(100%, 80%, 7%)","hsl(47, 100%, 53%)","cmyk(0%, 20%, 93%, 0%)"
stainless steel,#E0DFDB,"rgb(224, 223, 219)","rgb(88%, 87%, 86%)","hsl(48, 7%, 87%)","cmyk(0%, 0%, 2%, 12%)"
cornsilk (SVG),#FFF8DC,"rgb(255, 248, 220)","rgb(100%, 97%, 86%)","hsl(48, 100%, 93%)","cmyk(0%, 3%, 14%, 0%)"
ash,#C6C3B5,"rgb(198, 195, 181)","rgb(78%, 76%, 71%)","hsl(49, 13%, 74%)","cmyk(0%, 2%, 9%, 22%)"
cornsilk3,#CDC8B1,"rgb(205, 200, 177)","rgb(80%, 78%, 69%)","hsl(49, 22%, 75%)","cmyk(0%, 2%, 14%, 20%)"
cornsilk2,#EEE8CD,"rgb(238, 232, 205)","rgb(93%, 91%, 80%)","hsl(49, 49%, 87%)","cmyk(0%, 3%, 14%, 7%)"
oldgold,#CFB53B,"rgb(207, 181, 59)","rgb(81%, 71%, 23%)","hsl(49, 61%, 52%)","cmyk(0%, 13%, 71%, 19%)"
sign yellow,#FCD116,"rgb(252, 209, 22)","rgb(99%, 82%, 9%)","hsl(49, 97%, 54%)","cmyk(0%, 17%, 91%, 1%)"
buttermilk,#FEF1B5,"rgb(254, 241, 181)","rgb(100%, 95%, 71%)","hsl(49, 97%, 85%)","cmyk(0%, 5%, 29%, 0%)"
light goldenrod4,#8B814C,"rgb(139, 129, 76)","rgb(55%, 51%, 30%)","hsl(50, 29%, 42%)","cmyk(0%, 7%, 45%, 45%)"
light goldenrod3,#CDBE70,"rgb(205, 190, 112)","rgb(80%, 75%, 44%)","hsl(50, 48%, 62%)","cmyk(0%, 7%, 45%, 20%)"
light goldenrod2,#EEDC82,"rgb(238, 220, 130)","rgb(93%, 86%, 51%)","hsl(50, 76%, 72%)","cmyk(0%, 8%, 45%, 7%)"
pineapple,#FCDC3B,"rgb(252, 220, 59)","rgb(99%, 86%, 23%)","hsl(50, 97%, 61%)","cmyk(0%, 13%, 77%, 1%)"
light goldenrod1,#FFEC8B,"rgb(255, 236, 139)","rgb(100%, 93%, 55%)","hsl(50, 100%, 77%)","cmyk(0%, 7%, 45%, 0%)"
cornsilk4,#8B8878,"rgb(139, 136, 120)","rgb(55%, 53%, 47%)","hsl(51, 8%, 51%)","cmyk(0%, 2%, 14%, 45%)"
sgibrightgray,#C5C1AA,"rgb(197, 193, 170)","rgb(77%, 76%, 67%)","hsl(51, 19%, 72%)","cmyk(0%, 2%, 14%, 23%)"
banana,#E3CF57,"rgb(227, 207, 87)","rgb(89%, 81%, 34%)","hsl(51, 71%, 62%)","cmyk(0%, 9%, 62%, 11%)"
light goldenrod,#EEDD82,"rgb(238, 221, 130)","rgb(93%, 87%, 51%)","hsl(51, 76%, 72%)","cmyk(0%, 7%, 45%, 7%)"
gold4,#8B7500,"rgb(139, 117, 0)","rgb(55%, 46%, 0%)","hsl(51, 100%, 27%)","cmyk(0%, 16%, 100%, 45%)"
gold3,#CDAD00,"rgb(205, 173, 0)","rgb(80%, 68%, 0%)","hsl(51, 100%, 40%)","cmyk(0%, 16%, 100%, 20%)"
gold2,#EEC900,"rgb(238, 201, 0)","rgb(93%, 79%, 0%)","hsl(51, 100%, 47%)","cmyk(0%, 16%, 100%, 7%)"
gold (SVG),#FFD700,"rgb(255, 215, 0)","rgb(100%, 84%, 0%)","hsl(51, 100%, 50%)","cmyk(0%, 16%, 100%, 0%)"
brass,#B5A642,"rgb(181, 166, 66)","rgb(71%, 65%, 26%)","hsl(52, 47%, 48%)","cmyk(0%, 8%, 64%, 29%)"
gummi yellow,#FBDB0C,"rgb(251, 219, 12)","rgb(98%, 86%, 5%)","hsl(52, 97%, 52%)","cmyk(0%, 13%, 95%, 2%)"
cream city brick,#E2DDB5,"rgb(226, 221, 181)","rgb(89%, 87%, 71%)","hsl(53, 44%, 80%)","cmyk(0%, 2%, 20%, 11%)"
grapefruit,#F3E88E,"rgb(243, 232, 142)","rgb(95%, 91%, 56%)","hsl(53, 81%, 75%)","cmyk(0%, 5%, 42%, 5%)"
cadmiumlemon,#FFE303,"rgb(255, 227, 3)","rgb(100%, 89%, 1%)","hsl(53, 100%, 51%)","cmyk(0%, 11%, 99%, 0%)"
lemonchiffon3,#CDC9A5,"rgb(205, 201, 165)","rgb(80%, 79%, 65%)","hsl(54, 29%, 73%)","cmyk(0%, 2%, 20%, 20%)"
lemonchiffon2,#EEE9BF,"rgb(238, 233, 191)","rgb(93%, 91%, 75%)","hsl(54, 58%, 84%)","cmyk(0%, 2%, 20%, 7%)"
lemon,#D6C537,"rgb(214, 197, 55)","rgb(84%, 77%, 22%)","hsl(54, 66%, 53%)","cmyk(0%, 8%, 74%, 16%)"
khaki (SVG),#F0E68C,"rgb(240, 230, 140)","rgb(94%, 90%, 55%)","hsl(54, 77%, 75%)","cmyk(0%, 4%, 42%, 6%)"
corn,#FBEC5D,"rgb(251, 236, 93)","rgb(98%, 93%, 36%)","hsl(54, 95%, 67%)","cmyk(0%, 6%, 63%, 2%)"
yolk,#FFE600,"rgb(255, 230, 0)","rgb(100%, 90%, 0%)","hsl(54, 100%, 50%)","cmyk(0%, 10%, 100%, 0%)"
lemonchiffon (SVG),#FFFACD,"rgb(255, 250, 205)","rgb(100%, 98%, 80%)","hsl(54, 100%, 90%)","cmyk(0%, 2%, 20%, 0%)"
tank,#615E3F,"rgb(97, 94, 63)","rgb(38%, 37%, 25%)","hsl(55, 21%, 31%)","cmyk(0%, 3%, 35%, 62%)"
khaki4,#8B864E,"rgb(139, 134, 78)","rgb(55%, 53%, 31%)","hsl(55, 28%, 43%)","cmyk(0%, 4%, 44%, 45%)"
khaki3,#CDC673,"rgb(205, 198, 115)","rgb(80%, 78%, 45%)","hsl(55, 47%, 63%)","cmyk(0%, 3%, 44%, 20%)"
palegoldenrod (SVG),#EEE8AA,"rgb(238, 232, 170)","rgb(93%, 91%, 67%)","hsl(55, 67%, 80%)","cmyk(0%, 3%, 29%, 7%)"
khaki2,#EEE685,"rgb(238, 230, 133)","rgb(93%, 90%, 52%)","hsl(55, 76%, 73%)","cmyk(0%, 3%, 44%, 7%)"
khaki1,#FFF68F,"rgb(255, 246, 143)","rgb(100%, 96%, 56%)","hsl(55, 100%, 78%)","cmyk(0%, 4%, 44%, 0%)"
lemonchiffon4,#8B8970,"rgb(139, 137, 112)","rgb(55%, 54%, 44%)","hsl(56, 11%, 49%)","cmyk(0%, 1%, 19%, 45%)"
darkkhaki (SVG),#BDB76B,"rgb(189, 183, 107)","rgb(74%, 72%, 42%)","hsl(56, 38%, 58%)","cmyk(0%, 3%, 43%, 26%)"
yellow perch,#E0D873,"rgb(224, 216, 115)","rgb(88%, 85%, 45%)","hsl(56, 64%, 66%)","cmyk(0%, 4%, 49%, 12%)"
anjou pear,#BAAF07,"rgb(186, 175, 7)","rgb(73%, 69%, 3%)","hsl(56, 93%, 38%)","cmyk(0%, 6%, 96%, 27%)"
coconut,#FFFCCF,"rgb(255, 252, 207)","rgb(100%, 99%, 81%)","hsl(56, 100%, 91%)","cmyk(0%, 1%, 19%, 0%)"
fog,#CBCAB6,"rgb(203, 202, 182)","rgb(80%, 79%, 71%)","hsl(57, 17%, 75%)","cmyk(0%, 0%, 10%, 20%)"
yellow candy,#EEEB8D,"rgb(238, 235, 141)","rgb(93%, 92%, 55%)","hsl(58, 74%, 74%)","cmyk(0%, 1%, 41%, 7%)"
pickle,#7B7922,"rgb(123, 121, 34)","rgb(48%, 47%, 13%)","hsl(59, 57%, 31%)","cmyk(0%, 2%, 72%, 52%)"
green grape,#CECC15,"rgb(206, 204, 21)","rgb(81%, 80%, 8%)","hsl(59, 81%, 45%)","cmyk(0%, 1%, 90%, 19%)"
blackberry,#3A3A38,"rgb(58, 58, 56)","rgb(23%, 23%, 22%)","hsl(60, 2%, 22%)","cmyk(0%, 0%, 3%, 77%)"
ivory4,#8B8B83,"rgb(139, 139, 131)","rgb(55%, 55%, 51%)","hsl(60, 3%, 53%)","cmyk(0%, 0%, 6%, 45%)"
light yellow4,#8B8B7A,"rgb(139, 139, 122)","rgb(55%, 55%, 48%)","hsl(60, 7%, 51%)","cmyk(0%, 0%, 12%, 45%)"
warmgrey,#808069,"rgb(128, 128, 105)","rgb(50%, 50%, 41%)","hsl(60, 10%, 46%)","cmyk(0%, 0%, 18%, 50%)"
ivory3,#CDCDC1,"rgb(205, 205, 193)","rgb(80%, 80%, 76%)","hsl(60, 11%, 78%)","cmyk(0%, 0%, 6%, 20%)"
light yellow3,#CDCDB4,"rgb(205, 205, 180)","rgb(80%, 80%, 71%)","hsl(60, 20%, 75%)","cmyk(0%, 0%, 12%, 20%)"
wheat,#D8D8BF,"rgb(216, 216, 191)","rgb(85%, 85%, 75%)","hsl(60, 24%, 80%)","cmyk(0%, 0%, 12%, 15%)"
darkolivegreen,#4F4F2F,"rgb(79, 79, 47)","rgb(31%, 31%, 18%)","hsl(60, 25%, 25%)","cmyk(0%, 0%, 41%, 69%)"
khaki,#9F9F5F,"rgb(159, 159, 95)","rgb(62%, 62%, 37%)","hsl(60, 25%, 50%)","cmyk(0%, 0%, 40%, 38%)"
ivory2,#EEEEE0,"rgb(238, 238, 224)","rgb(93%, 93%, 88%)","hsl(60, 29%, 91%)","cmyk(0%, 0%, 6%, 7%)"
ganegreen (Hex3),#777733,"rgb(119, 119, 51)","rgb(47%, 47%, 20%)","hsl(60, 40%, 33%)","cmyk(0%, 0%, 57%, 53%)"
sgiolivedrab,#8E8E38,"rgb(142, 142, 56)","rgb(56%, 56%, 22%)","hsl(60, 43%, 39%)","cmyk(0%, 0%, 61%, 44%)"
light yellow2,#EEEED1,"rgb(238, 238, 209)","rgb(93%, 93%, 82%)","hsl(60, 46%, 88%)","cmyk(0%, 0%, 12%, 7%)"
beige (SVG),#F5F5DC,"rgb(245, 245, 220)","rgb(96%, 96%, 86%)","hsl(60, 56%, 91%)","cmyk(0%, 0%, 10%, 4%)"
medium goldenrod,#EAEAAE,"rgb(234, 234, 174)","rgb(92%, 92%, 68%)","hsl(60, 59%, 80%)","cmyk(0%, 0%, 26%, 8%)"
goldenrod,#DBDB70,"rgb(219, 219, 112)","rgb(86%, 86%, 44%)","hsl(60, 60%, 65%)","cmyk(0%, 0%, 49%, 14%)"
brightgold,#D9D919,"rgb(217, 217, 25)","rgb(85%, 85%, 10%)","hsl(60, 79%, 47%)","cmyk(0%, 0%, 88%, 15%)"
lightgoldenrodyellow (SVG),#FAFAD2,"rgb(250, 250, 210)","rgb(98%, 98%, 82%)","hsl(60, 80%, 90%)","cmyk(0%, 0%, 16%, 2%)"
olive (16 SVG),#808000,"rgb(128, 128, 0)","rgb(50%, 50%, 0%)","hsl(60, 100%, 25%)","cmyk(0%, 0%, 100%, 50%)"
yellow4,#8B8B00,"rgb(139, 139, 0)","rgb(55%, 55%, 0%)","hsl(60, 100%, 27%)","cmyk(0%, 0%, 100%, 45%)"
yellow3,#CDCD00,"rgb(205, 205, 0)","rgb(80%, 80%, 0%)","hsl(60, 100%, 40%)","cmyk(0%, 0%, 100%, 20%)"
ralphyellow (Safe Hex3),#CCCC00,"rgb(204, 204, 0)","rgb(80%, 80%, 0%)","hsl(60, 100%, 40%)","cmyk(0%, 0%, 100%, 20%)"
yellow2 (Hex3),#EEEE00,"rgb(238, 238, 0)","rgb(93%, 93%, 0%)","hsl(60, 100%, 47%)","cmyk(0%, 0%, 100%, 7%)"
yellow (Safe 16 SVG Hex3),#FFFF00,"rgb(255, 255, 0)","rgb(100%, 100%, 0%)","hsl(60, 100%, 50%)","cmyk(0%, 0%, 100%, 0%)"
papaya,#FFFF7E,"rgb(255, 255, 126)","rgb(100%, 100%, 49%)","hsl(60, 100%, 75%)","cmyk(0%, 0%, 51%, 0%)"
popcornyellow (Hex3),#FFFFAA,"rgb(255, 255, 170)","rgb(100%, 100%, 67%)","hsl(60, 100%, 83%)","cmyk(0%, 0%, 33%, 0%)"
bone (Safe Hex3),#FFFFCC,"rgb(255, 255, 204)","rgb(100%, 100%, 80%)","hsl(60, 100%, 90%)","cmyk(0%, 0%, 20%, 0%)"
lightyellow (SVG),#FFFFE0,"rgb(255, 255, 224)","rgb(100%, 100%, 88%)","hsl(60, 100%, 94%)","cmyk(0%, 0%, 12%, 0%)"
ivory (SVG),#FFFFF0,"rgb(255, 255, 240)","rgb(100%, 100%, 94%)","hsl(60, 100%, 97%)","cmyk(0%, 0%, 6%, 0%)"
soylent yellow,#F4F776,"rgb(244, 247, 118)","rgb(96%, 97%, 46%)","hsl(61, 89%, 72%)","cmyk(1%, 0%, 52%, 3%)"
fire truck green,#CDD704,"rgb(205, 215, 4)","rgb(80%, 84%, 2%)","hsl(63, 96%, 43%)","cmyk(5%, 0%, 98%, 16%)"
avocado,#98A148,"rgb(152, 161, 72)","rgb(60%, 63%, 28%)","hsl(66, 38%, 46%)","cmyk(6%, 0%, 55%, 37%)"
celery,#CFD784,"rgb(207, 215, 132)","rgb(81%, 84%, 52%)","hsl(66, 51%, 68%)","cmyk(4%, 0%, 39%, 16%)"
pear,#D1E231,"rgb(209, 226, 49)","rgb(82%, 89%, 19%)","hsl(66, 75%, 54%)","cmyk(8%, 0%, 78%, 11%)"
wasabi sauce,#AEBB51,"rgb(174, 187, 81)","rgb(68%, 73%, 32%)","hsl(67, 44%, 53%)","cmyk(7%, 0%, 57%, 27%)"
battleship,#D0D2C4,"rgb(208, 210, 196)","rgb(82%, 82%, 77%)","hsl(69, 13%, 80%)","cmyk(1%, 0%, 7%, 18%)"
kermit,#A2BC13,"rgb(162, 188, 19)","rgb(64%, 74%, 7%)","hsl(69, 82%, 41%)","cmyk(14%, 0%, 90%, 26%)"
key lime pie,#B3C95A,"rgb(179, 201, 90)","rgb(70%, 79%, 35%)","hsl(72, 51%, 57%)","cmyk(11%, 0%, 55%, 21%)"
breadfruit,#859C27,"rgb(133, 156, 39)","rgb(52%, 61%, 15%)","hsl(72, 60%, 38%)","cmyk(15%, 0%, 75%, 39%)"
iceberg lettuce,#CDE472,"rgb(205, 228, 114)","rgb(80%, 89%, 45%)","hsl(72, 68%, 67%)","cmyk(10%, 0%, 50%, 11%)"
titaniumwhite,#FCFFF0,"rgb(252, 255, 240)","rgb(99%, 100%, 94%)","hsl(72, 100%, 97%)","cmyk(1%, 0%, 6%, 0%)"
safety vest,#C8F526,"rgb(200, 245, 38)","rgb(78%, 96%, 15%)","hsl(73, 91%, 55%)","cmyk(18%, 0%, 84%, 4%)"
jack pine,#414F12,"rgb(65, 79, 18)","rgb(25%, 31%, 7%)","hsl(74, 63%, 19%)","cmyk(18%, 0%, 77%, 69%)"
chromeoxidegreen,#668014,"rgb(102, 128, 20)","rgb(40%, 50%, 8%)","hsl(74, 73%, 29%)","cmyk(20%, 0%, 84%, 50%)"
goldgreen (Hex3),#AADD00,"rgb(170, 221, 0)","rgb(67%, 87%, 0%)","hsl(74, 100%, 43%)","cmyk(23%, 0%, 100%, 13%)"
chartreuse verte,#BCE937,"rgb(188, 233, 55)","rgb(74%, 91%, 22%)","hsl(75, 80%, 56%)","cmyk(19%, 0%, 76%, 9%)"
watermelon rind,#54632C,"rgb(84, 99, 44)","rgb(33%, 39%, 17%)","hsl(76, 38%, 28%)","cmyk(15%, 0%, 56%, 61%)"
martini olive,#8BA446,"rgb(139, 164, 70)","rgb(55%, 64%, 27%)","hsl(76, 40%, 46%)","cmyk(15%, 0%, 57%, 36%)"
sweet potato vine,#A2C93A,"rgb(162, 201, 58)","rgb(64%, 79%, 23%)","hsl(76, 57%, 51%)","cmyk(19%, 0%, 71%, 21%)"
limepulp,#D4ED91,"rgb(212, 237, 145)","rgb(83%, 93%, 57%)","hsl(76, 72%, 75%)","cmyk(11%, 0%, 39%, 7%)"
cat eye,#BEE554,"rgb(190, 229, 84)","rgb(75%, 90%, 33%)","hsl(76, 74%, 61%)","cmyk(17%, 0%, 63%, 10%)"
jolly green,#9CCB19,"rgb(156, 203, 25)","rgb(61%, 80%, 10%)","hsl(76, 78%, 45%)","cmyk(23%, 0%, 88%, 20%)"
avacado,#A2C257,"rgb(162, 194, 87)","rgb(64%, 76%, 34%)","hsl(78, 47%, 55%)","cmyk(16%, 0%, 55%, 24%)"
chrome,#E8F1D4,"rgb(232, 241, 212)","rgb(91%, 95%, 83%)","hsl(79, 51%, 89%)","cmyk(4%, 0%, 12%, 5%)"
olivedrab4,#698B22,"rgb(105, 139, 34)","rgb(41%, 55%, 13%)","hsl(79, 61%, 34%)","cmyk(24%, 0%, 76%, 45%)"
pea,#79973F,"rgb(121, 151, 63)","rgb(47%, 59%, 25%)","hsl(80, 41%, 42%)","cmyk(20%, 0%, 58%, 41%)"
olivedrab (SVG),#6B8E23,"rgb(107, 142, 35)","rgb(42%, 56%, 14%)","hsl(80, 60%, 35%)","cmyk(25%, 0%, 75%, 44%)"
yellowgreen2,#99CC32,"rgb(153, 204, 50)","rgb(60%, 80%, 20%)","hsl(80, 61%, 50%)","cmyk(25%, 0%, 75%, 20%)"
yellowgreen (SVG),#9ACD32,"rgb(154, 205, 50)","rgb(60%, 80%, 20%)","hsl(80, 61%, 50%)","cmyk(25%, 0%, 76%, 20%)"
olivedrab2,#B3EE3A,"rgb(179, 238, 58)","rgb(70%, 93%, 23%)","hsl(80, 84%, 58%)","cmyk(25%, 0%, 76%, 7%)"
olivedrab1,#C0FF3E,"rgb(192, 255, 62)","rgb(75%, 100%, 24%)","hsl(80, 100%, 62%)","cmyk(25%, 0%, 76%, 0%)"
melonrindgreen,#DFFFA5,"rgb(223, 255, 165)","rgb(87%, 100%, 65%)","hsl(81, 100%, 82%)","cmyk(13%, 0%, 35%, 0%)"
darkolivegreen (SVG),#556B2F,"rgb(85, 107, 47)","rgb(33%, 42%, 18%)","hsl(82, 39%, 30%)","cmyk(21%, 0%, 56%, 58%)"
darkolivegreen4,#6E8B3D,"rgb(110, 139, 61)","rgb(43%, 55%, 24%)","hsl(82, 39%, 39%)","cmyk(21%, 0%, 56%, 45%)"
darkolivegreen3,#A2CD5A,"rgb(162, 205, 90)","rgb(64%, 80%, 35%)","hsl(82, 53%, 58%)","cmyk(21%, 0%, 56%, 20%)"
darkolivegreen2,#BCEE68,"rgb(188, 238, 104)","rgb(74%, 93%, 41%)","hsl(82, 80%, 67%)","cmyk(21%, 0%, 56%, 7%)"
darkolivegreen1,#CAFF70,"rgb(202, 255, 112)","rgb(79%, 100%, 44%)","hsl(82, 100%, 72%)","cmyk(21%, 0%, 56%, 0%)"
greenyellow (SVG),#ADFF2F,"rgb(173, 255, 47)","rgb(68%, 100%, 18%)","hsl(84, 100%, 59%)","cmyk(32%, 0%, 82%, 0%)"
terreverte,#385E0F,"rgb(56, 94, 15)","rgb(22%, 37%, 6%)","hsl(89, 72%, 21%)","cmyk(40%, 0%, 84%, 63%)"
lizard,#5A6351,"rgb(90, 99, 81)","rgb(35%, 39%, 32%)","hsl(90, 10%, 35%)","cmyk(9%, 0%, 18%, 61%)"
cactus,#636F57,"rgb(99, 111, 87)","rgb(39%, 44%, 34%)","hsl(90, 12%, 39%)","cmyk(11%, 0%, 22%, 56%)"
fenway grass,#526F35,"rgb(82, 111, 53)","rgb(32%, 44%, 21%)","hsl(90, 35%, 32%)","cmyk(26%, 0%, 52%, 56%)"
romaine lettuce,#3B5323,"rgb(59, 83, 35)","rgb(23%, 33%, 14%)","hsl(90, 41%, 23%)","cmyk(29%, 0%, 58%, 67%)"
pea,#78AB46,"rgb(120, 171, 70)","rgb(47%, 67%, 27%)","hsl(90, 42%, 47%)","cmyk(30%, 0%, 59%, 33%)"
kakapo,#4A7023,"rgb(74, 112, 35)","rgb(29%, 44%, 14%)","hsl(90, 52%, 29%)","cmyk(34%, 0%, 69%, 56%)"
chartreuse4,#458B00,"rgb(69, 139, 0)","rgb(27%, 55%, 0%)","hsl(90, 100%, 27%)","cmyk(50%, 0%, 100%, 45%)"
chartreuse3,#66CD00,"rgb(102, 205, 0)","rgb(40%, 80%, 0%)","hsl(90, 100%, 40%)","cmyk(50%, 0%, 100%, 20%)"
chartreuse2,#76EE00,"rgb(118, 238, 0)","rgb(46%, 93%, 0%)","hsl(90, 100%, 47%)","cmyk(50%, 0%, 100%, 7%)"
lawngreen (SVG),#7CFC00,"rgb(124, 252, 0)","rgb(49%, 99%, 0%)","hsl(90, 100%, 49%)","cmyk(51%, 0%, 100%, 1%)"
chartreuse (SVG),#7FFF00,"rgb(127, 255, 0)","rgb(50%, 100%, 0%)","hsl(90, 100%, 50%)","cmyk(50%, 0%, 100%, 0%)"
kiwi,#7F9A65,"rgb(127, 154, 101)","rgb(50%, 60%, 40%)","hsl(91, 21%, 50%)","cmyk(18%, 0%, 34%, 40%)"
soylent green,#8BA870,"rgb(139, 168, 112)","rgb(55%, 66%, 44%)","hsl(91, 24%, 55%)","cmyk(17%, 0%, 33%, 34%)"
mint candy,#9CBA7F,"rgb(156, 186, 127)","rgb(61%, 73%, 50%)","hsl(91, 30%, 61%)","cmyk(16%, 0%, 32%, 27%)"
wet moss,#3D5229,"rgb(61, 82, 41)","rgb(24%, 32%, 16%)","hsl(91, 33%, 24%)","cmyk(26%, 0%, 50%, 68%)"
green apple,#629632,"rgb(98, 150, 50)","rgb(38%, 59%, 20%)","hsl(91, 50%, 39%)","cmyk(35%, 0%, 67%, 41%)"
tree moss,#659D32,"rgb(101, 157, 50)","rgb(40%, 62%, 20%)","hsl(91, 52%, 41%)","cmyk(36%, 0%, 68%, 38%)"
limerind,#324F17,"rgb(50, 79, 23)","rgb(20%, 31%, 9%)","hsl(91, 55%, 20%)","cmyk(37%, 0%, 71%, 69%)"
flight jacket,#7F8778,"rgb(127, 135, 120)","rgb(50%, 53%, 47%)","hsl(92, 6%, 50%)","cmyk(6%, 0%, 11%, 47%)"
broccoli,#586949,"rgb(88, 105, 73)","rgb(35%, 41%, 29%)","hsl(92, 18%, 35%)","cmyk(16%, 0%, 30%, 59%)"
palm,#608341,"rgb(96, 131, 65)","rgb(38%, 51%, 25%)","hsl(92, 34%, 38%)","cmyk(27%, 0%, 50%, 49%)"
green mist,#BCED91,"rgb(188, 237, 145)","rgb(74%, 93%, 57%)","hsl(92, 72%, 75%)","cmyk(21%, 0%, 39%, 7%)"
holly,#488214,"rgb(72, 130, 20)","rgb(28%, 51%, 8%)","hsl(92, 73%, 29%)","cmyk(45%, 0%, 85%, 49%)"
od green,#46523C,"rgb(70, 82, 60)","rgb(27%, 32%, 24%)","hsl(93, 15%, 28%)","cmyk(15%, 0%, 27%, 68%)"
green hornet,#6A8455,"rgb(106, 132, 85)","rgb(42%, 52%, 33%)","hsl(93, 22%, 43%)","cmyk(20%, 0%, 36%, 48%)"
camo1,#CFDBC5,"rgb(207, 219, 197)","rgb(81%, 86%, 77%)","hsl(93, 23%, 82%)","cmyk(5%, 0%, 10%, 14%)"
mtn dew bottle,#577A3A,"rgb(87, 122, 58)","rgb(34%, 48%, 23%)","hsl(93, 36%, 35%)","cmyk(29%, 0%, 52%, 52%)"
green pepper,#397D02,"rgb(57, 125, 2)","rgb(22%, 49%, 1%)","hsl(93, 97%, 25%)","cmyk(54%, 0%, 98%, 51%)"
